Event Name,Athlete Name,Team,Mark,Event Type
LJ,"Driscoll, Jenna",Wis.-Stout (F),5.70m,Individual
TJ,"Amundson, Ally",Wis.-Stout (F),10.88m,Individual
SP,"Wellsmith, Lincoln",Wis.-Stout (F),11.74m,Individual
WT,"Koenings, Aubree",Wis.-Stout (F),16.56m,Individual
Pent,"Cole, Lexi",Wis.-Stout (F),3171#,Individual
60,"O'Connor, Isaiah",Wis.-River Falls (M),7.12,Individual
200,"Doumbia, Christian",Wis.-River Falls (M),22.86#,Individual
400,"Wachter, Dylan",Wis.-River Falls (M),49.43#,Individual
600,"Wachter, Dylan",Wis.-River Falls (M),1:21.59,Individual
800,"Wachter, Dylan",Wis.-River Falls (M),1:52.53#,Individual
1000,"Wachter, Dylan",Wis.-River Falls (M),2:36.90,Individual
Mile,"Munson, Logan",Wis.-River Falls (M),4:34.44#,Individual
3000,"Pfeifer, Cory",Wis.-River Falls (M),9:24.72#,Individual
5000,"Pazdernik, Alex",Wis.-River Falls (M),15:36.59#,Individual
60H,"Balcome, Jacob",Wis.-River Falls (M),9.01,Individual
4x400,"Dylan Wachter, Matt Boche, Trever Jensen, Logan Munson",Wis.-River Falls (M),3:23.55#,Relay
DMR,"Wyatt Johnson, Matt Boche, Magnus Korstad, Sam Peters",Wis.-River Falls (M),11:00.70#,Relay
HJ,"Marial, Yaih",Wis.-River Falls (M),2.00m,Individual
PV,"Stauffer, Joe",Wis.-River Falls (M),4.73m,Individual
LJ,"O'Connor, Isaiah",Wis.-River Falls (M),7.02m,Individual
TJ,"Asembo, Jakes",Wis.-River Falls (M),13.44m,Individual
SP,"Sindelir, Brady",Wis.-River Falls (M),14.62m,Individual
WT,"Bergstrom-Luoma, Rob",Wis.-River Falls (M),13.69m,Individual
Hep,"Balcome, Jacob",Wis.-River Falls (M),4905#,Individual
60,"Fuglestad, Elena",Wis.-River Falls (F),8.36,Individual
200,"Fuglestad, Elena",Wis.-River Falls (F),27.27#,Individual
400,"Kuechle, Cailyn",Wis.-River Falls (F),1:00.93#,Individual
600,"Kuechle, Cailyn",Wis.-River Falls (F),1:38.62,Individual
800,"Kuechle, Cailyn",Wis.-River Falls (F),2:17.17#,Individual
1000,"Kuechle, Cailyn",Wis.-River Falls (F),3:10.45,Individual
Mile,"Viere, Laina",Wis.-River Falls (F),5:19.06#,Individual
3000,"Viere, Laina",Wis.-River Falls (F),10:44.93#,Individual
5000,"Viere, Laina",Wis.-River Falls (F),17:55.79#,Individual
60H,"Rasmussen, Haylie",Wis.-River Falls (F),10.08,Individual
4x400,"Haylie Rasmussen, Cailyn Kuechle, Elena Fuglestad, Sarah Hansen",Wis.-River Falls (F),4:07.93#,Relay
DMR,"Jaidyn McAlpine, Sarah Hansen, Megan Halbach, Peyton Opsahl",Wis.-River Falls (F),13:06.91#,Relay
HJ,"Rasmussen, Haylie",Wis.-River Falls (F),1.57m,Individual
PV,"Gunderson, Annika",Wis.-River Falls (F),3.87m,Individual
LJ,"Rasmussen, Haylie",Wis.-River Falls (F),5.02m,Individual
TJ,"Schwartz, Brenna",Wis.-River Falls (F),10.22m,Individual
SP,"Clifford, Ali",Wis.-River Falls (F),11.75m,Individual
WT,"Haase, Katie",Wis.-River Falls (F),14.65m,Individual
Pent,"Rasmussen, Haylie",Wis.-River Falls (F),2948#,Individual
60,"Lavato , Katie",St. Cloud State (F),7.77,Individual
200,"Lavato , Katie",St. Cloud State (F),26.40#,Individual
400,"Lavato , Katie",St. Cloud State (F),1:00.06#,Individual
600,"Guerra-Reese, Mariana",St. Cloud State (F),1:37.39,Individual
800,"Guerra-Reese, Mariana",St. Cloud State (F),2:17.12#,Individual
1000,"Beason, Paige",St. Cloud State (F),3:16.78,Individual
Mile,"Beason, Paige",St. Cloud State (F),5:39.98#,Individual
3000,"Beason, Paige",St. Cloud State (F),11:09.37#,Individual
5000,"Freed, Greta",St. Cloud State (F),18:50.15#,Individual
60H,"Romig , Shelby",St. Cloud State (F),9.40,Individual
4x400,"Makaylin Christenson, Katie Lavato, Myesha Thompson, Viola Okey-Ezealah",St. Cloud State (F),4:08.28#,Relay
DMR,"Paige Beason, Jaileen Medina, Viola Okey-Ezealah, Erica Conrad",St. Cloud State (F),13:38.39#,Relay
HJ,"Christenson, Makaylin",St. Cloud State (F),1.57m,Individual
LJ,"Thompson, Myesha",St. Cloud State (F),5.59m,Individual
SP,"Jennissen, Alicia",St. Cloud State (F),10.30m,Individual
WT,"Reinke, Savannah",St. Cloud State (F),9.65m,Individual
60,"Boss, Izayah",Minnesota-Morris (M),7.03,Individual
200,"Boss, Izayah",Minnesota-Morris (M),22.93#,Individual
400,"Lee, Jacob",Minnesota-Morris (M),51.72#,Individual
800,"Peterson, Gregory",Minnesota-Morris (M),2:06.39#,Individual
Mile,"Peterson, Gregory",Minnesota-Morris (M),4:53.93#,Individual
3000,"Nelson, Calvin",Minnesota-Morris (M),10:29.05#,Individual
5000,"Nelson, Calvin",Minnesota-Morris (M),18:29.35#,Individual
60H,"Barnett, Evan",Minnesota-Morris (M),9.66,Individual
4x200,"Duncan Vandergon, Jacob Lee, Sam Gifford, Izayah Boss",Minnesota-Morris (M),1:35.09,Relay
4x400,"Duncan Vandergon, Gregory Peterson, Sam Gifford, Jacob Lee",Minnesota-Morris (M),3:40.40#,Relay
DMR,"Grant Strukel, Liam Poitra, Gregory Peterson, Calvin Nelson",Minnesota-Morris (M),12:01.23#,Relay
HJ,"Barnett, Evan",Minnesota-Morris (M),1.84m,Individual
TJ,"Lee, Jacob",Minnesota-Morris (M),11.60m,Individual
SP,"Nye, Cody",Minnesota-Morris (M),15.81m,Individual
WT,"Nye, Cody",Minnesota-Morris (M),14.51m,Individual
60,"Hambike, Grace",Minnesota-Morris (F),8.41,Individual
200,"Hambike, Grace",Minnesota-Morris (F),27.97#,Individual
400,"Neuhart, Triniti",Minnesota-Morris (F),1:06.27#,Individual
800,"Hachmeister, Abby",Minnesota-Morris (F),2:47.52#,Individual
Mile,"Pesch, Sylvia",Minnesota-Morris (F),5:56.97#,Individual
3000,"Pesch, Sylvia",Minnesota-Morris (F),11:47.60#,Individual
5000,"Pesch, Sylvia",Minnesota-Morris (F),20:07.39#,Individual
60H,"Hambike, Grace",Minnesota-Morris (F),10.94,Individual
4x200,"Kim Peters, Triniti Neuhart, Nibras Luqman, Grace Hambike",Minnesota-Morris (F),1:56.35,Relay
4x400,"Paige Diekmann, Triniti Neuhart, Nibras Luqman, Grace Hambike",Minnesota-Morris (F),4:47.59#,Relay
DMR,"Sylvia Pesch, Paige Diekmann, Zoe Hoaglund, Abby Hachmeister",Minnesota-Morris (F),14:55.80#,Relay
HJ,"Beckius, Ellen",Minnesota-Morris (F),1.31m,Individual
PV,"Landwer, Maggie",Minnesota-Morris (F),2.46m,Individual
LJ,"Peters, Kim",Minnesota-Morris (F),4.68m,Individual
TJ,"Peters, Kim",Minnesota-Morris (F),9.79m,Individual
SP,"Briggs, Anna",Minnesota-Morris (F),11.15m,Individual
WT,"Briggs, Anna",Minnesota-Morris (F),13.32m,Individual
Pent,"Hambike, Grace",Minnesota-Morris (F),1401#,Individual
55,"Zong-Naba, Sylvain",Macalester (M),6.83,Individual
60,"Heitler, Arlo",Macalester (M),7.03,Individual
200,"Heitler, Arlo",Macalester (M),22.18#,Individual
400,"Heitler, Arlo",Macalester (M),48.64#,Individual
600,"Schonebaum, Henry",Macalester (M),1:24.92,Individual
800,"Getty, Drew",Macalester (M),1:55.73#,Individual
1000,"Getty, Drew",Macalester (M),2:32.70,Individual
Mile,"McKee, Reece",Macalester (M),4:15.29#,Individual
3000,"McKee, Reece",Macalester (M),8:26.41#,Individual
5000,"McKee, Reece",Macalester (M),14:49.48#,Individual
55H,"Stefanowicz, Sebastian",Macalester (M),8.25,Individual
60H,"Stefanowicz, Sebastian",Macalester (M),8.87,Individual
4x200,"Jacob Kogut, Arlo Heitler, Jeff Wang, Boaz Lieberman",Macalester (M),1:33.50,Relay
4x400,"Henry Schonebaum, Kalid Ali, Thomas Malecha, Arlo Heitler",Macalester (M),3:23.85#,Relay
DMR,"Ben Crotteau, Arlo Heitler, Drew Getty, Reece McKee",Macalester (M),10:07.61#,Relay
LJ,"Hodin, Riley",Macalester (M),5.99m,Individual
TJ,"Hodin, Riley",Macalester (M),13.72m,Individual
SP,"Mills, Austin",Macalester (M),12.09m,Individual
WT,"Mills, Austin",Macalester (M),14.91m,Individual
55,"Chatham, Diarra",Macalester (F),7.29,Individual
60,"Chatham, Diarra",Macalester (F),7.68,Individual
200,"Chatham, Diarra",Macalester (F),25.85#,Individual
400,"Edison, Elise",Macalester (F),1:01.44#,Individual
600,"Wilkins, Hadley",Macalester (F),1:45.46,Individual
800,"Osemwengie, Destiny",Macalester (F),2:28.84#,Individual
1000,"Pirone, Mara",Macalester (F),3:15.47,Individual
Mile,"Coldren, Ivy",Macalester (F),5:20.42#,Individual
3000,"Coldren, Ivy",Macalester (F),10:25.58#,Individual
55H,"Hobby, Sarah Beth",Macalester (F),9.14,Individual
60H,"Hobby, Sarah Beth",Macalester (F),9.65,Individual
4x200,"Penny Hunter, Elise Edison, Zoe Carver, Harmony-Keli Tomety",Macalester (F),1:50.11,Relay
4x400,"Elise Edison, Hadley Wilkins, Penny Hunter, Tessa Myatt",Macalester (F),4:14.58#,Relay
DMR,"Timna Nevo, Elise Edison, Hadley Wilkins, Ivy Coldren",Macalester (F),12:34.51#,Relay
HJ,"Hobby, Sarah Beth",Macalester (F),1.61m,Individual
PV,"Wilson, Seneca",Macalester (F),2.70m,Individual
LJ,"Hobby, Sarah Beth",Macalester (F),5.00m,Individual
SP,"Myatt, Tessa",Macalester (F),12.28m,Individual
WT,"Lin, Jessica",Macalester (F),13.31m,Individual
Pent,"Hobby, Sarah Beth",Macalester (F),3212#,Individual
60,"Lukas, Courtney",Winona State (F),7.85,Individual
200,"Lukas, Courtney",Winona State (F),26.02,Individual
400,"Feit, Regan",Winona State (F),56.96,Individual
600,"Anders, Jenna",Winona State (F),1:40.10,Individual
800,"Anders, Jenna",Winona State (F),2:18.27#,Individual
1000,"Beyer, Kaylee",Winona State (F),2:49.47,Individual
Mile,"Beyer, Kaylee",Winona State (F),4:35.48#,Individual
3000,"Beyer, Kaylee",Winona State (F),9:06.42,Individual
5000,"Cunningham, Lindsay",Winona State (F),16:05.04,Individual
60H,"Reichenberger, Hanna",Winona State (F),8.78,Individual
4x400,"Lainey Lipschultz, Alyssa Larson, Brittany Beadles, Danielle Saydee",Winona State (F),4:02.08#,Relay
HJ,"Mohling, Mari",Winona State (F),1.59m,Individual
LJ,"Olson, Kaylee",Winona State (F),5.55m,Individual
TJ,"Reichenberger, Hanna",Winona State (F),11.93m,Individual
60,"Bulwa, Chris",Saint Mary's (Minn.) (M),7.02,Individual
200,"Bulwa, Chris",Saint Mary's (Minn.) (M),21.74#,Individual
400,"Paton, Eddie",Saint Mary's (Minn.) (M),52.56#,Individual
600,"Kloss, Cade",Saint Mary's (Minn.) (M),1:29.18,Individual
800,"Kloss, Cade",Saint Mary's (Minn.) (M),2:08.09#,Individual
1000,"Schneider, Grant",Saint Mary's (Minn.) (M),2:40.92,Individual
Mile,"Smyth, Sean",Saint Mary's (Minn.) (M),4:35.07#,Individual
3000,"Smyth, Sean",Saint Mary's (Minn.) (M),9:15.15#,Individual
5000,"Smyth, Sean",Saint Mary's (Minn.) (M),16:09.32#,Individual
60H,"Manley, Cannon",Saint Mary's (Minn.) (M),9.15,Individual
4x200,"Oliver Adamson, Eddie Paton, Brady Johnson, Chris Bulwa",Saint Mary's (Minn.) (M),1:31.79,Relay
4x400,"Oliver Adamson, Chris Bulwa, Brady Johnson, Eddie Paton",Saint Mary's (Minn.) (M),3:28.73#,Relay
DMR,"Grant Schneider, Eddie Paton, Cade Kloss, Sean Smyth",Saint Mary's (Minn.) (M),10:42.76#,Relay
LJ,"Cisewski, Antonio",Saint Mary's (Minn.) (M),6.37m,Individual
TJ,"Johnson, Brady",Saint Mary's (Minn.) (M),12.87m,Individual
SP,"White, Ron",Saint Mary's (Minn.) (M),11.98m,Individual
WT,"Fritz, Casen",Saint Mary's (Minn.) (M),15.37m,Individual
60,"Munson, Samantha",Saint Mary's (Minn.) (F),8.23,Individual
200,"Munson, Samantha",Saint Mary's (Minn.) (F),27.28#,Individual
400,"Meyer, Abbie",Saint Mary's (Minn.) (F),1:09.24#,Individual
600,"Meyer, Abbie",Saint Mary's (Minn.) (F),1:56.28,Individual
800,"McMahon, Caeli",Saint Mary's (Minn.) (F),2:29.94#,Individual
1000,"McMahon, Caeli",Saint Mary's (Minn.) (F),3:22.14,Individual
Mile,"Klobe, Kendra",Saint Mary's (Minn.) (F),5:43.91#,Individual
3000,"Klobe, Kendra",Saint Mary's (Minn.) (F),12:13.72#,Individual
5000,"Klobe, Kendra",Saint Mary's (Minn.) (F),20:23.40#,Individual
4x400,"Kaylen Pray, Caeli McMahon, Megan Frosch, Abbie Meyer",Saint Mary's (Minn.) (F),4:24.43#,Relay
DMR,"Megan Frosch, Abbie Meyer, Caeli McMahon, Kendra Klobe",Saint Mary's (Minn.) (F),13:44.34#,Relay
HJ,"Strom, Hanna",Saint Mary's (Minn.) (F),1.48m,Individual
PV,"Gearin, Caroline",Saint Mary's (Minn.) (F),2.80m,Individual
LJ,"Gutierrez, Brooklyn",Saint Mary's (Minn.) (F),4.11m,Individual
SP,"Wallendal, Morgan",Saint Mary's (Minn.) (F),12.34m,Individual
WT,"Kubes, Samantha",Saint Mary's (Minn.) (F),15.94m,Individual
60,"Blaskowski, Sam",Wis.-La Crosse (M),6.64,Individual
200,"Schroeder, Luke",Wis.-La Crosse (M),21.16#,Individual
400,"Doornink, Chase",Wis.-La Crosse (M),47.88#,Individual
600,"Wenthe, Davis",Wis.-La Crosse (M),1:19.80,Individual
800,"Schoemann, Cael",Wis.-La Crosse (M),1:51.10,Individual
1000,"Jensen, Joseph",Wis.-La Crosse (M),2:43.33,Individual
Mile,"Zywicki, Jayden",Wis.-La Crosse (M),4:05.49#,Individual
3000,"Gregg, Ethan",Wis.-La Crosse (M),8:04.45#,Individual
5000,"Gregg, Ethan",Wis.-La Crosse (M),14:09.62,Individual
60H,"Schroeder, Luke",Wis.-La Crosse (M),7.80,Individual
4x400,"Collin Conzemius, Davis Wenthe, Caden Pearce, Addison Hill",Wis.-La Crosse (M),3:12.31#,Relay
DMR,"Parker Heintz, Addison Hill, Cael Schoemann, Michael Madoch",Wis.-La Crosse (M),9:42.73#,Relay
HJ,"Andringa, Nathan",Wis.-La Crosse (M),2.07m,Individual
PV,"Larson, Logan",Wis.-La Crosse (M),4.93m,Individual
LJ,"Hermes, Andrew",Wis.-La Crosse (M),7.22m,Individual
TJ,"Cady, William",Wis.-La Crosse (M),14.61m,Individual
SP,"Youngworth, Ben",Wis.-La Crosse (M),16.74m,Individual
WT,"Williams, Aiden",Wis.-La Crosse (M),19.00m,Individual
Hep,"Yanke, Bryant",Wis.-La Crosse (M),4830#,Individual
60,"Jarrett, Lauren",Wis.-La Crosse (F),7.49,Individual
200,"Jarrett, Lauren",Wis.-La Crosse (F),24.83,Individual
400,"Johnson, Amber",Wis.-La Crosse (F),56.79#,Individual
800,"Hannan, Maddie",Wis.-La Crosse (F),2:10.71#,Individual
Mile,"Hannan, Maddie",Wis.-La Crosse (F),4:56.71#,Individual
3000,"Chadwick, Katelyn",Wis.-La Crosse (F),9:55.86#,Individual
5000,"Chadwick, Katelyn",Wis.-La Crosse (F),17:06.35#,Individual
60H,"Holm, Hannah",Wis.-La Crosse (F),8.75,Individual
4x400,"Anika Reiland, Morgan Jennings, Anna Plautz, Amber Johnson",Wis.-La Crosse (F),3:49.79#,Relay
DMR,"Gwen Hinz, Amber Johnson, Greta Koehler, Maddie Hannan",Wis.-La Crosse (F),11:38.83#,Relay
HJ,"Todd, Macie",Wis.-La Crosse (F),1.69m,Individual
PV,"De Leo Lopez, Araceli",Wis.-La Crosse (F),3.81m,Individual
LJ,"Foley, Ava",Wis.-La Crosse (F),5.62m,Individual
TJ,"Barrett, Samantha",Wis.-La Crosse (F),11.98m,Individual
SP,"Carroll, Izzy",Wis.-La Crosse (F),14.25m,Individual
WT,"Puls, Ella",Wis.-La Crosse (F),17.14m,Individual
Pent,"Scheuerell, Alexys",Wis.-La Crosse (F),3369#,Individual
60,"Shevchuk, John",Northwestern (Minn.) (M),7.14,Individual
200,"Joseph, Jah'kiing",Northwestern (Minn.) (M),23.14,Individual
400,"Joseph, Jah'kiing",Northwestern (Minn.) (M),51.92,Individual
600,"Ringsmuth, Joshua",Northwestern (Minn.) (M),1:34.67,Individual
800,"Ringsmuth, Joshua",Northwestern (Minn.) (M),2:07.99,Individual
Mile,"Ringsmuth, Joshua",Northwestern (Minn.) (M),4:53.90,Individual
3000,"Van De Riet, Owen",Northwestern (Minn.) (M),10:26.12,Individual
5000,"Van De Riet, Owen",Northwestern (Minn.) (M),18:19.32,Individual
4x200,"John Shevchuk, Nathan Eikom, Ashton Lofton, Jah'kiing Joseph",Northwestern (Minn.) (M),1:39.14,Relay
4x400,"John Shevchuk, Nathan Eikom, Ashton Lofton, Joshua Ringsmuth",Northwestern (Minn.) (M),3:47.01,Relay
LJ,"Joseph, Jah'kiing",Northwestern (Minn.) (M),6.34m,Individual
SP,"Akert, Mark",Northwestern (Minn.) (M),9.62m,Individual
WT,"Akert, Mark",Northwestern (Minn.) (M),9.65m,Individual
60,"Trucksess, Deanna",Northwestern (Minn.) (F),8.17,Individual
200,"Trucksess, Deanna",Northwestern (Minn.) (F),26.93,Individual
400,"Moravchik, Grace",Northwestern (Minn.) (F),1:02.09,Individual
800,"Maki, Emery",Northwestern (Minn.) (F),2:23.25,Individual
1000,"Maki, Emery",Northwestern (Minn.) (F),3:10.49,Individual
Mile,"Maki, Emery",Northwestern (Minn.) (F),5:20.24,Individual
3000,"Yuhanna, Izzy",Northwestern (Minn.) (F),11:45.29,Individual
5000,"Yuhanna, Izzy",Northwestern (Minn.) (F),20:32.03,Individual
60H,"Moravchik, Grace",Northwestern (Minn.) (F),9.63,Individual
4x200,"Alvine Njounang, Deanna Trucksess, Holly Rands, Grace Moravchik",Northwestern (Minn.) (F),1:50.06,Relay
4x400,"Alvine Njounang, Deanna Trucksess, Emery Maki, Grace Moravchik",Northwestern (Minn.) (F),4:16.51,Relay
HJ,"Njounang, Alvine",Northwestern (Minn.) (F),1.31m,Individual
LJ,"Moravchik, Grace",Northwestern (Minn.) (F),4.99m,Individual
SP,"Ashton, Emily",Northwestern (Minn.) (F),9.06m,Individual
WT,"Grossinger, Janey",Northwestern (Minn.) (F),9.95m,Individual
60,"Daniels, David",MSU-Moorhead (M),6.83,Individual
200,"Crayton , Jerome",MSU-Moorhead (M),22.02,Individual
400,"Oduong, Ibrahim",MSU-Moorhead (M),47.44,Individual
600,"Bruer, Braxton",MSU-Moorhead (M),1:18.52,Individual
800,"Bruer, Braxton",MSU-Moorhead (M),1:49.29#,Individual
1000,"Bruer, Braxton",MSU-Moorhead (M),2:29.85,Individual
Mile,"O'Farrell, Colin",MSU-Moorhead (M),4:16.22,Individual
3000,"Stueven, Adnew",MSU-Moorhead (M),8:24.93#,Individual
5000,"Dorado, James",MSU-Moorhead (M),14:58.50#,Individual
60H,"Miller, Hunter",MSU-Moorhead (M),9.03,Individual
4x200,"Elkan Johnson, Isaiah Johnson, Kade Larson, Hunter Miller",MSU-Moorhead (M),1:35.23,Relay
4x400,"Ibrahim Oduong, Jerome Crayton, Colin O'Farrell, Braxton Bruer",MSU-Moorhead (M),3:17.45#,Relay
DMR,"Colin O'Farrell, Jerome Crayton, Braxton Bruer, Adnew Stueven",MSU-Moorhead (M),10:00.40#,Relay
HJ,"Kemp, Shyrone",MSU-Moorhead (M),2.10m,Individual
PV,"Huss, Nicholas",MSU-Moorhead (M),4.32m,Individual
LJ,"Kemp, Shyrone",MSU-Moorhead (M),7.61m,Individual
TJ,"Kemp, Shyrone",MSU-Moorhead (M),15.81m,Individual
SP,"Sellheim, Brennan",MSU-Moorhead (M),13.08m,Individual
WT,"Sechen, Darius",MSU-Moorhead (M),15.00m,Individual
Hep,"Miller, Hunter",MSU-Moorhead (M),4316#,Individual
60,"Roberts, Shavante",MSU-Moorhead (F),7.58,Individual
200,"Roberts, Shavante",MSU-Moorhead (F),25.17,Individual
400,"Baumann, Brooke",MSU-Moorhead (F),1:01.26#,Individual
800,"Babcock, Mickalyn",MSU-Moorhead (F),2:43.15#,Individual
1000,"Dorsher, Grace",MSU-Moorhead (F),3:12.93,Individual
Mile,"Dorsher , Grace",MSU-Moorhead (F),5:28.98#,Individual
3000,"Dorsher , Grace",MSU-Moorhead (F),10:47.31#,Individual
5000,"Dorsher, Grace",MSU-Moorhead (F),19:23.68,Individual
60H,"Babcock, Mickalyn",MSU-Moorhead (F),9.06,Individual
4x200,"Desiree Loyd, Adla Serrao, Mickalyn Babcock, McKenna Schreiber",MSU-Moorhead (F),1:52.51,Relay
4x400,"Onyedika Okoye, Brooke Baumann, Desiree Loyd, Adla Serrao",MSU-Moorhead (F),4:15.21#,Relay
HJ,"Petersen, Hunter",MSU-Moorhead (F),1.60m,Individual
PV,"Hokanson , Ashley",MSU-Moorhead (F),4.03m,Individual
LJ,"Schreiber, McKenna",MSU-Moorhead (F),5.28m,Individual
SP,"Kranz, Kiley",MSU-Moorhead (F),12.22m,Individual
WT,"Kranz, Kiley",MSU-Moorhead (F),13.69m,Individual
Pent,"Babcock, Mickalyn",MSU-Moorhead (F),3106#,Individual
60,"Alfaro Diedrich, Sean",St. Scholastica (M),7.17,Individual
200,"Alfaro Diedrich, Sean",St. Scholastica (M),23.10#,Individual
400,"Kubicek, Noah",St. Scholastica (M),48.81#,Individual
600,"Kubicek, Noah",St. Scholastica (M),1:22.17,Individual
800,"Wallin, Tucker",St. Scholastica (M),1:54.17#,Individual
1000,"Boone, Calvin",St. Scholastica (M),2:29.55,Individual
Mile,"Boone, Calvin",St. Scholastica (M),4:07.74#,Individual
3000,"Boone, Calvin",St. Scholastica (M),8:19.81#,Individual
5000,"Boone, Calvin",St. Scholastica (M),14:26.15#,Individual
4x200,"Sean Alfaro Diedrich, Kaedyn Redig, Matthew Erickson, Noah Kubicek",St. Scholastica (M),1:32.79,Relay
4x400,"Sean Alfaro Diedrich, Derek Douglas, Tucker Wallin, Noah Kubicek",St. Scholastica (M),3:21.26#,Relay
DMR,"Lars DeWall, Noah Kubicek, Tucker Wallin, Calvin Boone",St. Scholastica (M),9:44.31#,Relay
HJ,"Erickson, Matthew",St. Scholastica (M),1.86m,Individual
LJ,"Erickson, Matthew",St. Scholastica (M),6.45m,Individual
TJ,"Erickson, Matthew",St. Scholastica (M),12.97m,Individual
SP,"Beseth, Trent",St. Scholastica (M),16.83m,Individual
WT,"Steger, Grant",St. Scholastica (M),17.37m,Individual
60,"Fink, Ava",St. Scholastica (F),8.21,Individual
200,"Fink, Ava",St. Scholastica (F),26.99#,Individual
400,"DeWitt, Regan",St. Scholastica (F),1:02.33#,Individual
600,"DeWitt, Regan",St. Scholastica (F),1:42.15,Individual
800,"DeWitt, Regan",St. Scholastica (F),2:19.83#,Individual
1000,"DeWitt, Regan",St. Scholastica (F),3:07.95,Individual
Mile,"Terrio, Jenna",St. Scholastica (F),5:42.10#,Individual
3000,"Hendrickson, Allison",St. Scholastica (F),10:20.51#,Individual
5000,"Hendrickson, Allison",St. Scholastica (F),17:37.89#,Individual
4x200,"Jaden Ellefson, Ava Fink, Elli Schritz, Kayla Nelson",St. Scholastica (F),1:50.63,Relay
4x400,"Jaden Ellefson, Regan DeWitt, Grace McCormick, Kayla Nelson",St. Scholastica (F),4:15.56#,Relay
DMR,"Madeline Hartley, Kayla Nelson, Jenna Terrio, Grace McCormick",St. Scholastica (F),13:27.30#,Relay
HJ,"Strampe, Toria",St. Scholastica (F),1.50m,Individual
LJ,"Fischer, Sofia",St. Scholastica (F),4.73m,Individual
TJ,"Strampe, Toria",St. Scholastica (F),9.94m,Individual
SP,"Engen, Ella",St. Scholastica (F),11.85m,Individual
WT,"Beneke, Lily",St. Scholastica (F),17.60m,Individual
60,"Bell, Jaylen",Dubuque (M),6.86,Individual
200,"Lentz, Nolan",Dubuque (M),21.69#,Individual
300,"Zaccaria, Alec",Dubuque (M),37.69,Individual
400,"Frost, JoJo",Dubuque (M),48.60#,Individual
600,"Howell, Kobe",Dubuque (M),1:22.97,Individual
800,"Hutchinson, Andrew",Dubuque (M),1:51.04#,Individual
1000,"Snyder, Hunter",Dubuque (M),2:44.09,Individual
Mile,"Mohr, Aiden",Dubuque (M),4:25.60#,Individual
3000,"Carney, Anthony",Dubuque (M),8:46.28#,Individual
